player_id,pos,player,team,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,targets,rec,rec_yds,rec_td,fumbles_lost,two_point_conv,total_ret_td,offensive_fumble_recovery_td,pass_rating
TurpKa00,WR,KaVontae Turpin,DAL,0,0,0,0,0,3,17,0,2,1,9,0,0,0,0,0,0.0
UzomC.00,TE,C.J. Uzomah,NYJ,0,0,0,0,0,0,0,0,27,21,232,2,0,0,0,0,0.0
ValdMa00,WR,Marquez Valdes-Scantling,KAN,0,0,0,0,0,1,-3,0,81,42,687,2,0,0,0,0,0.0
VannNi00,TE,Nick Vannett,NYG,0,0,0,0,0,0,0,0,9,6,55,0,0,0,0,0,0.0
VaugKe00,RB,Ke'Shawn Vaughn,TAM,0,0,0,0,0,17,53,0,4,3,19,0,0,0,0,0,0.0
VictBi01,WR,Binjimen Victor,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
VirgJa00,WR,Jalen Virgil,DEN,0,0,0,0,0,0,0,0,5,2,75,1,1,0,0,0,0.0
WaddJa00,WR,Jaylen Waddle,MIA,0,0,0,0,0,3,26,0,117,75,1356,8,1,0,0,0,0.0
WalkKe00,RB,Kenneth Walker III,SEA,0,0,0,0,0,228,1050,9,35,27,165,0,0,0,0,0,0.0
WalkPh00,QB,P.J. Walker,CAR,63,106,731,3,3,6,39,0,0,0,0,0,0,0,0,0,77.99
WallDa01,TE,Darren Waller,LVR,0,0,0,0,0,0,0,0,43,28,388,3,0,0,0,0,0.0
WallTy00,WR,Tylan Wallace,BAL,0,0,0,0,0,0,0,0,7,4,33,0,0,0,0,0,0.0
WardJo00,RB,Jonathan Ward,TEN,0,0,0,0,0,5,25,0,3,2,7,0,0,0,0,0,0.0
WarrJa01,RB,Jaylen Warren,PIT,0,0,0,0,0,77,379,1,33,28,214,0,0,0,0,0,0.0
WashDw00,RB,Dwayne Washington,NOR,0,0,0,0,0,11,38,0,1,1,7,0,0,0,0,0,0.0
WashJa00,WR,James Washington,DAL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
WashMo00,WR,Montrell Washington,DEN,0,0,0,0,0,5,30,0,9,4,2,0,1,0,0,0,0.0
WashSc00,TE,Scotty Washington,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
WatkQu00,WR,Quez Watkins,PHI,0,0,0,0,0,3,1,0,51,33,354,3,1,0,0,0,0.0
WatkSa00,WR,Sammy Watkins,BAL,0,0,0,0,0,0,0,0,27,16,325,0,1,0,0,0,0.0
WatsCh00,WR,Christian Watson,GNB,0,0,0,0,0,7,80,2,66,41,611,7,0,0,0,0,0.0
WatsDe00,QB,Deshaun Watson,CLE,99,170,1102,7,5,36,175,1,0,0,0,0,0,0,0,0,79.09
WatsJu01,WR,Justin Watson,KAN,0,0,0,0,0,0,0,0,34,15,315,2,0,0,0,0,0.0
WattDe00,FB,Derek Watt,PIT,0,0,0,0,0,9,21,1,5,5,11,1,0,0,0,0,0.0
WebbDa00,QB,Davis Webb,NYG,23,40,168,1,0,6,41,1,0,0,0,0,0,0,0,0,75.83
WebbRa02,WR,Raleigh Webb,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
WebsNs00,WR,Nsimba Webster,CHI,0,0,0,0,0,0,0,0,3,2,14,0,0,0,0,0,0.0
WentCa00,QB,Carson Wentz,WAS,172,276,1755,11,9,22,86,1,0,0,0,0,1,2,0,0,80.21
WescTr00,TE,Trevon Wesco,CHI,0,0,0,0,0,0,0,0,4,2,26,0,0,0,0,0,0.0
WestNi00,WR,Nick Westbrook-Ikhine,TEN,0,0,0,0,0,0,0,0,50,25,397,3,0,0,0,0,0.0
WhitCo05,WR,Cody White,PIT,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0.0
WhitKe00,WR,Kevin White,NOR,0,0,0,0,0,0,0,0,5,2,74,0,0,0,0,0,0.0
WhitMi01,QB,Mike White,NYJ,103,175,1192,3,4,6,9,1,0,0,0,0,1,0,0,0,75.7
WhitRa01,RB,Rachaad White,TAM,0,0,0,0,0,129,481,1,58,50,290,2,3,0,0,0,0.0
WhitZa01,RB,Zamir White,LVR,0,0,0,0,0,17,70,0,0,0,0,0,0,0,0,0,0.0
WilcMi01,TE,Mitchell Wilcox,CIN,0,0,0,0,0,0,0,0,18,17,139,1,0,0,0,0,0.0
WilkJo01,RB,Jordan Wilkins,IND,0,0,0,0,0,13,58,0,8,6,29,0,0,0,0,0,0.0
WillAn03,RB,Antonio Williams,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
WillAv02,RB,Avery Williams,ATL,0,0,0,0,0,22,109,1,14,13,61,0,0,0,0,0,0.0
WillDa05,RB,Damien Williams,ATL,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0
WillDa10,RB,Darrel Williams,ARI,0,0,0,0,0,21,102,1,8,4,9,0,0,0,0,0,0.0
WillJa06,RB,Jamaal Williams,DET,0,0,0,0,0,262,1066,17,16,12,73,0,2,1,0,0,0.0
WillJa10,RB,Javonte Williams,DEN,0,0,0,0,0,47,204,0,22,16,76,0,1,0,0,0,0.0
WillJa11,WR,Jameson Williams,DET,0,0,0,0,0,1,40,0,9,1,41,1,0,0,0,0,0.0
WillJo07,RB,Jonathan Williams,WAS,0,0,0,0,0,37,152,0,10,7,40,0,0,0,0,0,0.0
WillKy02,RB,Kyren Williams,LAR,0,0,0,0,0,35,139,0,12,9,76,0,0,0,0,0,0.0
WillMa04,TE,Maxx Williams,ARI,0,0,0,0,0,0,0,0,3,3,18,0,0,0,0,0,0.0
WillMa12,QB,Malik Willis,TEN,31,61,276,0,3,27,123,1,0,0,0,0,2,0,0,0,42.79
WillMi07,WR,Mike Williams,LAC,0,0,0,0,0,0,0,0,93,63,895,4,0,0,0,0,0.0
WillPr01,WR,Preston Williams,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
WillTr06,RB,Trayveon Williams,CIN,0,0,0,0,0,6,30,0,3,2,30,0,0,0,0,0,0.0
WillTy01,RB,Ty'Son Williams,ARI,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0.0
WilsCe01,WR,Cedrick Wilson Jr.,MIA,0,0,0,0,0,1,8,0,18,12,136,0,0,0,0,0,0.0
WilsGa00,WR,Garrett Wilson,NYJ,0,1,0,0,0,4,4,0,147,83,1103,4,1,0,0,0,2.08
WilsJe01,RB,Jeff Wilson,MIA,0,0,0,0,0,176,860,5,37,22,185,1,2,0,0,0,0.0
WilsRu00,QB,Russell Wilson,DEN,292,483,3524,16,11,55,277,3,1,1,1,0,2,0,0,0,84.42
WilsZa00,QB,Zach Wilson,NYJ,132,242,1688,6,7,28,102,1,1,1,2,1,1,0,0,0,72.81
WimsJa00,WR,Javon Wims,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
WinfJu00,WR,Juwann Winfree,GNB,0,0,0,0,0,0,0,0,4,1,17,0,0,0,0,0,0.0
WinsJa00,QB,Jameis Winston,NOR,73,115,858,4,5,5,16,0,0,0,0,0,0,1,0,0,79.55
WoerCh00,TE,Charlie Woerner,SFO,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0
WolfJo00,QB,John Wolford,LAR,38,62,390,1,3,8,32,0,0,0,0,0,1,0,0,0,64.58
WoodJe01,TE,Jelani Woods,IND,0,0,0,0,0,0,0,0,40,25,312,3,0,0,0,0,0.0
WoodMi00,WR,Michael Woods II,CLE,0,0,0,0,0,1,-5,0,10,5,45,0,0,0,0,0,0.0
WoodRo02,WR,Robert Woods,TEN,0,0,0,0,0,0,0,0,91,53,527,2,1,0,0,0,0.0
WrigBr01,TE,Brock Wright,DET,0,0,0,0,0,0,0,0,24,18,216,4,0,0,0,0,0.0
WrigRy00,P,Ryan Wright,MIN,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,70.83
YeboKe00,TE,Kenny Yeboah,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
YounDa02,WR,Dareke Young,SEA,0,0,0,0,0,0,0,0,2,2,24,0,0,0,0,0,0.0
ZaccOl01,WR,Olamide Zaccheaus,ATL,0,0,0,0,0,2,7,0,61,40,533,3,1,0,0,0,0.0
ZappBa00,QB,Bailey Zappe,NWE,65,92,781,5,3,10,0,0,1,1,-6,0,3,0,0,0,100.86
ZylsSh00,TE,Shane Zylstra,DET,0,0,0,0,0,0,0,0,15,11,60,4,0,0,0,0,0.0
